"A dominant trait has a fitness of 0.6. The frequency in a population of this trait is 1 in 8,000. What is the mutation rate?",2.0 × 10^-5,2.5 × 10^-5,1.0 × 10^-5,3.5 × 10^-5,8.0 × 10^-5,4.0 × 10^-5,7.5 × 10^-6,1.5 × 10^-5,5.0 × 10^-5,6.0 × 10^-5,B,stemez-Genetics
An actress with O type blood accused a producer with B type blood of being the father of her child in a paternity suit. The child was also O type. What does the blood type suggest about his guilt?,He is likely the father since B type blood is rare,The blood type suggests he is the father only if the mother has O type blood,He must be the father because B type blood is dominant,The blood type does not suggest anything,The blood type proves he is not the father,He could have been the father but it does not prove it,The child's blood type is irrelevant to the paternity suit,He could not be the father because O type blood is recessive,He cannot be the father,He definitely is the father,F,stemez-Genetics
How do chromosomal variations influence sex determination in humans?,"Chromosomal variations only affect the secondary sexual characteristics, not the primary ones",Chromosomal variations result in physical abnormalities,Chromosomal variations lead to increased intelligence,"Chromosomal variations are solely responsible for determining the individual's hair color, not sex",Chromosomal variations always result in a change of sex from the one assigned at birth,Chromosomal variations in humans result in intermediate sex individuals. Most of the variants are associated with chromosomal abnormalities involving either an excess or a deficiency of sex chromosomes.,Chromosomal variations determine sex based on environmental factors rather than genetics,Chromosomal variations cause individuals to switch sexes periodically throughout their life,Chromosomal variations have no effect on sex determination,"Chromosomal variations can lead to the development of a third, completely new sex",F,stemez-Genetics
"In human, the M, MN, and N blood groups are determined by twocodominantalleles: L^m andL^n. In a population of 800 college students the following phenotypes were identified: Blood Group Number M 392 MN 336 N 72 800 Determine the frequency of the Lm and I"" alleles.",0.5 for both L^m and L^n,0.95 for L^m and 0.05 for L^n,0.75 for L^m and 0.25 for L^n,0.85 for L^m and 0.15 for L^n,0.9 for L^m and 0.1 for L^n,0.65 for L^m and 0.35 for L^n,0.6 for L^m and 0.4 for L^n,0.8 for L^m and 0.2 for L^n,0.7 for L^m and 0.3 for L^n,0.55 for L^m and 0.45 for L^n,I,stemez-Genetics
Is there a genetic basis for schizophrenia?,Schizophrenia is only genetically linked in certain populations.,"Yes, there is a genetic basis for schizophrenia.","No, there is no genetic basis for schizophrenia.",Schizophrenia genetics are too complex to determine any basis.,The genetic link to schizophrenia varies greatly and is not significant.,"Schizophrenia is determined entirely by genetics, with no environmental influence.",Schizophrenia is purely environmental.,"Genetics play a minor role, with lifestyle choices being the primary factor.",Schizophrenia is caused by a single gene mutation.,Schizophrenia is not influenced by genetics.,B,stemez-Genetics
"In a heavily polluted industrialized area in England about 87 percent of the moths of the speciesBistonbetulariaare melanic(dark colored). If the frequency of recessives is 0.13, what is the frequency of the dominant allele leading to melanism? What proportion of the dark colored moths are heterozygous?","0.64, 0.53 or 53%","0.80, 0.48 or 48%","0.58, 0.42 or 42%","0.70, 0.40 or 40%","0.60, 0.36 or 36%","0.87, 0.34 or 34%","0.77, 0.57 or 57%","0.50, 0.50 or 50%","0.75, 0.60 or 60%","0.47, 0.66 or 66%",A,stemez-Genetics
"Color blindness is caused by a sex-linked recessive gene (d). A sample of 2,000 individuals (1,000 male and 1,000 female) contained 90 color-blind males. What percentage of the women arephenotypicallynormal?",95 percent,99 percent,10 percent,1 percent,89 percent,98 percent,85 percent,91 percent,2 percent,83 percent,B,stemez-Genetics
Can an extra Y chromosome (XXY) modify behavior?,The extra Y chromosome is linked to significantly enhanced artistic skills in males,The extra Y chromosome is responsible for a man's level of intelligence,The extra Y chromosome increases cognitive abilities in males,The extra Y chromosome may predispose a male to a more aggressive attitude,The extra Y chromosome leads to a higher propensity for empathetic behavior in males,The extra Y chromosome causes a decrease in physical strength in males,The extra Y chromosome has no effect on a male's behavior,The extra Y chromosome decreases a male's aggression,The extra Y chromosome has been proven to cause extreme shyness in males,The extra Y chromosome generally results in superior athletic performance in males,D,stemez-Genetics
"From 146 students tested for PTC tasting ability, 105 were tasters and 41 were non-tasters. Calculate the frequencies of tasters and non-tasters.",Frequency of T is 0.28 and frequency of t is 0.72,Frequency of T is 0.55 and frequency of t is 0.45,Frequency of T is 0.45 and frequency of t is 0.55,Frequency of T is 0.47 and frequency of t is 0.53,Frequency of T is 0.61 and frequency of t is 0.39,Frequency of T is 0.41 and frequency of t is 0.59,Frequency of T is 0.35 and frequency of t is 0.65,Frequency of T is 0.72 and frequency of t is 0.28,Frequency of T is 0.53 and frequency of t is 0.47,Frequency of T is 0.39 and frequency of t is 0.61,D,stemez-Genetics
Chromosomal sex in mammals has been shown to be strongly Y chromosome determined. How was this shown to be true?,The presence of two X chromosomes without a Y chromosome determines maleness in mammals,The presence of an X chromosome determines femaleness in mammals,The presence of an additional X chromosome (XXY) determines maleness in mammals,The presence of a Y chromosome determines femaleness in mammals,The presence of one X and one Y chromosome leads to femaleness in mammals,The presence of an X chromosome determines maleness in mammals,The presence of two Y chromosomes determines maleness in mammals,The presence of two X chromosomes is required for maleness in mammals,The presence of a Y chromosome usually determines maleness in mammals,The absence of the Y chromosome leads to maleness in mammals,I,stemez-Genetics
What are multiple alleles and how do they originate?,Multiple alleles are two genes that control a single trait,Multiple alleles are three or more genes that control multiple traits,"Multiple alleles are three or more variants of a gene, originated from independent assortment during gamete formation","Multiple alleles are three or more genes that control a single trait, originated from environmental influences on gene expression",Multiple alleles are variations of a gene that arise during meiosis due to crossing over between chromosomes,"Multiple alleles are identical genes that control multiple traits, originated from gene duplication events","Multiple alleles are two or more genes that control a single trait, originated from random mating between individuals","Multiple alleles are three or more genes that control a single trait, originated from mutations in the same gene of different individuals.","Multiple alleles are a single gene that controls multiple traits, originated from mutations in different individuals",Multiple alleles are originated from mutations in different genes,H,stemez-Genetics
"In a population in Denmark, the relative fitness of the allele forchondrodystrophyis 0.1963. The data of the Lying-in Hospital shows that there were 10 dwarfs out of 94,075 births. What is the mutation rate?",7.93 × 10^-5,6.27 × 10^-5,4.27 × 10^-5,3.56 × 10^-5,8.45 × 10^-5,5.73 × 10^-5,9.81 × 10^-5,3.14 × 10^-5,1.62 × 10^-5,2.48 × 10^-5,C,stemez-Genetics
How are the effects of certain chemicals altered due to the genetic material of the individual?,"An individual's genetic material determines their allergic reactions to chemicals, but not other types of responses.",Genetic material affects the absorption rate of chemicals but not their overall effects.,"The effects of chemicals are altered by an individual's age, not their genetic material.","The effects of certain chemicals are altered due to an individual's genetic material through genetic sensitivities or deficiencies, as seen in the case of Phenylthiocarbamide (PTC) tasting, Primaquine treatment for malaria, and reactions to barbiturates in individuals with acute intermittent porphyria.",The presence of certain genes can enhance the effectiveness of chemicals without altering their effects.,"Only the color perception of chemicals is affected by genetic material, not their pharmacological effects.",The genetic material of an individual has no effect on the reaction to chemicals.,The effects of chemicals are consistent among all individuals regardless of their genetic makeup.,Genetic material only affects the taste of certain chemicals.,"Chemical effects are altered by the individual's diet and exercise habits, not their genetic material.",D,stemez-Genetics
"A biology student observes filamentous appendages on a bacterium and concludes they are flagella. However, he is told that the bacterium is non-motile. He therefore concludes that the flagella are non-operational. Why are both ofhis conclusions incorrect?","The appendages are sensory organelles, not involved in movement.",The appendages are cytoplasmic extensions used for nutrient acquisition.,"The filamentous appendages are not flagella, but pili (or fimbriae).",The appendages are remnants of flagella from evolutionary ancestors and no longer serve a purpose.,The appendages are flagella but they are non-functional,The appendages are flagella that only function under specific environmental conditions.,The bacterium is actually motile,The appendages are actually cilia,"The appendages are a form of spore dispersal structures, not related to motility.",The bacterium uses the flagella for attachment to surfaces rather than for motility.,C,stemez-Biology
"From what you have learned of the processes of heredity andevolution, how do you think new species arise with respectto mutation? Which is more important, the accu-mulationof small mutations or a few mutations with largephenotypic effects? Give the reasons for your answer.",Species differentiation is primarily driven by behavioral changes rather than genetic mutations.,New species are the result of a combination of large mutations and the immediate extinction of the parent species.,A few mutations with large phenotypic effects are more important.,The accumulation of small mutations over the course of many generations has significant evolutionary value.,The accumulation of many mutations with large phenotypic effects is necessary for a new species to arise.,"New species arise from the hybridization of two existing species, with no requirement for mutation.",New species arise without mutation.,"A single, critical mutation is all that is necessary for the emergence of a new species.",New species arise exclusively through environmental adaptation without genetic changes.,New species arise only through major genotypic changes.,D,stemez-Biology
A deficiency in which endocrine gland would result in tetany?,parathyroid gland,thyroid gland,Hypothalamus,pituitary gland,Testes,Thymus gland,Pineal gland,adrenal gland,Pancreas,Ovaries,A,stemez-Biology
Discuss feeding mechanisms in differentmolluscs. Describe the differences in structural organization that have enabled the various classes to adapt to different lifestyles.,"Cephalopods use suction feeding exclusively, without any radula or beaks","Chitons use a radula for feeding, gastropods have a well-developed radula and feed on plant or animal tissue, bivalves are filter feeders and lack a radula, and cephalopods are active predators with a radula and beaks.",Gastropods lack any specialized feeding structures and absorb nutrients directly through their skin,Bivalves use a highly specialized radula to capture and consume large prey,"Gastropods are filter feeders, while bivalves use a radula for scraping food particles",Chitons are active predators that capture prey without using a radula,Bivalves have the most complex feeding mechanism among the molluscs,All molluscs except cephalopods use filter feeding as their primary feeding mechanism,All molluscs use a radula for feeding,Cephalopods are filter feeders,B,stemez-Biology
How does the body control the amount of water excreted?,The body controls the amount of water excreted by regulating the heart rate.,The body controls water excretion through sweat glands.,Water excretion is primarily controlled through the constriction and dilation of pupils.,The body regulates water excretion by the secretion of the hormone glucagon.,Water excreted is controlled by the hormone insulin.,Water excretion is regulated by the amount of carbon dioxide in the blood.,The body's water excretion level is determined by the pH level of the stomach.,"The body controls the amount of water excreted by regulating the permeability of the walls of the distal convoluted tubules and collecting ducts to water, which is controlled by a hormone known as vasopressin or antidiuretic hormone (ADH).",Water excretion is controlled by the amount of light exposure to the skin.,The body adjusts water excretion by changing the respiratory rate.,H,stemez-Biology
Differentiate between an isometric and an isotonic contraction.,"An isometric contraction occurs when a muscle lengthens under a constant load, and an isotonic contraction is when muscle tension remains constant during movement.",An isotonic contraction is when the muscle length remains constant and an isometric contraction is when the muscle length changes,An isotonic contraction is when a muscle lengthens and an isometric contraction is when a muscle shortens,"An isotonic contraction involves a rapid burst of muscle shortening, while an isometric contraction is sustained muscle tension that lasts for an extended period without shortening.","Isometric contractions occur when a muscle changes length and lifts a variable load, while isotonic contractions involve tension without movement.","An isotonic contraction is when muscle tension decreases as the muscle shortens, whereas an isometric contraction is when muscle tension increases without any change in muscle length.",Isotonic contractions are used for maintaining posture and isometric contractions are used for movement,"An isotonic contraction is when a muscle shortens and lifts a load, with the load remaining constant. An isometric contraction is the development of muscle tension at a constant muscle length, typically used for maintaining posture.","Isotonic contractions involve a change in muscle length without any actual movement, and isometric contractions involve holding a weight in a fixed position with no muscle length change.","Isometric contractions result in joint movement, while isotonic contractions result in muscle tension with no joint movement.",H,stemez-Biology
"Even though there is no such thing as a ""typical cell"" - for there are too many diverse kinds of cells - biologists have determined that there are two basic cell types. What are these two types of cells?",Procaryotic and Eucaryotic,Prokaryotic and Eukaryotic,Nerve and Muscle cells,Autotrophic and Heterotrophic,Diploid and Haploid,Gram-positive and Gram-negative,Single-celled and Multi-celled,Photosynthetic and Non-photosynthetic,Stem and Somatic cells,Animal and Plant cells,A,stemez-Biology
"Contrast the meanings of the terms ""gene pool"" and ""genotype\textquotedblright.",A gene pool and genotype both refer to the total genetic information in a population.,"A gene pool refers to the genetic diversity within a family unit, while a genotype is the hereditary information passed down from parents to offspring.","A gene pool is the collection of all physical traits in a population, while a genotype describes the environmental influence on those traits.","A gene pool is the set of all alleles at a single genetic locus in a population, while a genotype is the combination of two alleles at multiple loci in an individual.","A gene pool refers to a group of genes responsible for a particular trait, while a genotype is the expression of that trait in an individual.","A gene pool is the potential genetic makeup of a species, while a genotype is the actual genetic makeup of a community.",A gene pool and genotype both refer to the genetic constitution of an individual.,"A gene pool is the total variety of genetic sequences in a biological kingdom, while a genotype is the specific genetic sequence within an organism's DNA.","A gene pool is the genetic constitution of an individual, while a genotype is the total genetic information in a population.","A gene pool is the total genetic information in a population, while a genotype is the genetic constitution of an individual.",J,stemez-Biology
Compare cardiac muscle to skeletal and smooth muscle.,Cardiac muscle does not have any similarities with skeletal and smooth muscle,"Cardiac muscle is non-striated and has single nuclei per cell, similar to smooth muscle, but does not have intercalated discs.",Cardiac muscle is similar to skeletal muscle but not smooth muscle,"Cardiac muscle shows some characteristics of both skeletal and smooth muscle. It is striated, has numerous nuclei per cell, is innervated by the autonomic nervous system, has intercalated discs, and its metabolism is designed for endurance.","Cardiac muscle is striated and has single nuclei per cell like skeletal muscle, but its contraction is not under voluntary control.","Cardiac muscle is similar to smooth muscle in that it is not striated, has single nuclei per cell, and is under involuntary control.",Cardiac muscle has a metabolism designed for speed and strength,Cardiac muscle cells are multinucleated like skeletal muscle cells and are under voluntary control.,"Cardiac muscle has no striations and is not innervated by the autonomic nervous system, similar to smooth muscle.","Cardiac muscle has intercalated discs like skeletal muscle and is under voluntary control, with metabolism designed for short bursts of activity.",D,stemez-Biology
What makes the blood flow throughout the body? In what part of the circulatory system does the blood flow most slowly? Why?,"Blood flow is driven by gravity, with the slowest flow in the large veins due to their capacity to hold more blood.","Blood flow is a result of respiratory movements, and it is slowest in the large arteries because of their elasticity.","Blood flow is caused by osmotic pressure, and it is slowest in the arterioles due to their high resistance.",Blood flow is regulated by the thickness of the blood.,"Blood flow is caused by the contraction of muscles surrounding the blood vessels, and it is slowest in the venules due to their thin walls.",The blood flow throughout the body is caused by the pressure difference that drives the blood through the vessel and the vascular resistance. The blood flow is slowest in the capillaries due to their greater total cross-sectional area.,Blood flow is driven by the heart pumping blood.,Blood flow is caused by the volume of the blood vessels.,Blood flow is slowest in the arteries due to their smaller size.,Blood flow is slowest in the veins because they are the furthest from the heart.,F,stemez-Biology
Discuss how the quantitative measurements of the dioxy-ribonucleic acid content of cells is evidence that DNA is the genetic material.,The increase in DNA content following fertilization suggests that proteins are the genetic material.,The replication of DNA during the S phase of the cell cycle and its distribution to daughter cells is evidence that DNA is the genetic material.,The presence of DNA in mitochondria and chloroplasts suggests that lipids are the genetic material.,The uniform amount of carbohydrates in cells across species disproves DNA as the genetic material.,The varying amount of RNA in cells indicates that DNA is the genetic material.,The presence of histones in cells proves that DNA is the genetic material.,The constant amount of DNA in all body cells and half the amount in germ cells is evidence that DNA is the genetic material.,"Polyploid tissues have multiple sets of chromosomes, which shows DNA is the genetic material.",The correlation between the complexity of an organism and the amount of DNA in its cells indicates DNA is the genetic material.,The ability of DNA to transform bacteria in Griffith's experiment demonstrates DNA is the genetic material.,G,stemez-Biology
Why are organ transplants generally unsuccessful?,Graft rejection due to immunological reaction,Allergic reactions to anesthesia,Lack of available organs,Infections acquired during the hospital stay,Incorrect diagnosis of the original disease,Inadequate post-operative care,Donor organ malfunctioning prior to transplantation,Poor surgical procedures,"Organ transplants are generally successful, not unsuccessful",Incompatibility of blood types,A,stemez-Biology
What is a cell?,A cell is a type of tissue.,A cell is a system of organs that performs a specific function in an organism.,A cell is the fundamental organizational unit of life.,A cell is a collection of atoms bonded together.,A cell is a group of interconnected neurons in the brain.,A cell is a single organ found in animals and plants.,A cell is a small organism.,A cell is a molecule that makes up chemical substances.,A cell is a structure composed of multiple tissues working together.,A cell is a part of the human body.,C,stemez-Biology
Mostmarine vertebrates have body fluids with osmotic marine vertebrates have body fluids with osmotic pressure lower than that of their saline environment. How do these organismsosmoregulatein face of aprepetualthreat of dehydration?,Marine organisms osmoregulate by entering freshwater environments to balance their internal osmotic pressure.,Marine organisms osmoregulate by storing excess salt in their tissues to be excreted later.,Marine organisms osmoregulate by reducing their body fluid concentration,Marine organisms osmoregulate by symbiotic relationships with other species that help to regulate their salt levels.,Marine organisms osmoregulate by consuming more sea water,Marine organisms osmoregulate by maintaining a protective barrier around their body to prevent contact with sea water.,"Marine organisms osmoregulate by actively transporting out excess salt from their body fluids, often through specialized glands.",Marine organisms osmoregulate by avoiding sea water,"Marine organisms osmoregulate by increasing water intake through food sources only, avoiding direct intake of sea water.",Marine organisms osmoregulate by periodically releasing large quantities of diluted urine to expel salt.,G,stemez-Biology
The cells of humans and most animals have become adapted to surviving only within a relatively small range of hydrogen ion concentrations. What is the role of the kidneys in regulating hydrogen ion concentration?,The kidneys regulate the hydrogen ion concentration of the extracellular fluids by excreting either acidic or basic constituents when the levels deviate from normal.,The kidneys convert hydrogen ions into inert gases that are exhaled.,The kidneys absorb additional hydrogen ions to increase their concentration in the body.,The kidneys release hormones that directly neutralize hydrogen ions in the bloodstream.,The kidneys eliminate all hydrogen ions from the body.,The kidneys store hydrogen ions for future use.,The kidneys filter out large molecules to indirectly control hydrogen ion concentration.,The kidneys produce hydrogen ions to maintain balance.,The kidneys synthesize new hydrogen ions to replace those used in metabolic processes.,The kidneys constantly pump hydrogen ions into the digestive tract to maintain balance.,A,stemez-Biology
Describe between an exoskeleton and an endoskeleton.,"Exoskeletons are made of bone, while endoskeletons are made of chitin.",Both exoskeletons and endoskeletons are external coverings that provide support and protection.,"Exoskeletons are internal structures, endoskeletons are external structures","Exoskeletons can grow with the organism, while endoskeletons must be shed and regrown.",Both exoskeletons and endoskeletons are types of cartilage,"Endoskeletons are typically found in invertebrates, while exoskeletons are found in vertebrates.","Endoskeletons are found in plants, while exoskeletons are found in animals.","Exoskeletons are composed of living tissue, while endoskeletons are non-living.","Exoskeletons are characteristic of chordates, endoskeletons are characteristic of arthropods","Exoskeletons are found outside the body, usually composed of chitin, and are characteristic of molluscs and arthropods. Endoskeletons are located inside the body, composed of cartilage, bone, or both, and are characteristic of chordates including humans.",J,stemez-Biology
"The parathyroid glands in man are small, pealike organs. They are ususally four in number and are located on the surface of the thyroid. What is the function of these glands?",The parathyroid glands synthesize vitamin D for bone health,The parathyroid glands filter waste from the blood to form urine,The parathyroid glands control breathing rate,The parathyroid glands are responsible for the production of red blood cells,The parathyroid glands produce insulin to regulate blood sugar levels,The parathyroid glands regulate body temperature by controlling the sweating process,The parathyroid glands regulate the calcium-phosphate balance between the blood and other tissues,The parathyroid glands aid in digestion,The parathyroid glands regulate blood pressure,The parathyroid glands secrete hormones that stimulate metabolism,G,stemez-Biology
Discuss the establishment of a new species of plant or animalby the theory of isolation.,"New species of animals and plants may arise because some physical separation discontinues the distribution of a species for long periods of time, leading to independent evolution and divergence in their gene pools, ultimately causing two new distinct species to arise.",New species are created through human intervention and genetic modification.,New species are formed when individuals of a species develop new habits or diets that change their genetic makeup over time.,New species arise due to cross-breeding between existing species.,"New species occur when a catastrophic event wipes out most of a species, and the few survivors randomly evolve into a new species without any isolation mechanisms.",New species are created when different species share the same habitat and their genetic material gets mixed.,New species evolve when an existing species undergoes a sudden mutation.,"New species arise when a group of organisms starts using different resources within the same environment, leading to morphological changes but not reproductive isolation.","New species develop when a species is exposed to radiation or other environmental factors, causing immediate speciation without isolation.","New species emerge exclusively as a result of climate change, without the need for genetic variation or reproductive isolation.",A,stemez-Biology
Explain why the bacterial cell wall is the basis for gram staining .,Gram staining is based on the genetic makeup of the bacterial cells,Gram staining is dependent on the pH level within the bacterial cells,The age of the bacterial cells is what determines the outcome of gram staining,The bacterial cell wall is irrelevant for gram staining,"The bacterial cell wall composition (peptidoglycan layer thickness and lipid content) determines whether a bacterial cell is gram-positive or gram-negative, which is the basis for gram staining.",Gram staining is based on the ability of bacterial cells to form spores,The bacterial cell wall is stained based on the presence of a capsule around the cells,The presence of flagella on the bacterial cell wall is what gram staining detects,Gram staining is based on the mobility of bacterial cells,Gram staining is based on the size of bacterial cells,E,stemez-Biology
"Genetic variation occurs in bacteria as a result of mutations. This would seem to be the only process giving rise to variation , for bacteria reproduce through binary fission. Design an experiment to support the existence of another process that results in variation.",Use of mutagenic chemicals to induce mutations,Artificial synthesis of genetic material,Recombination of traits through conjugation,Horizontal gene transfer through transformation,Binary fission,Genetic drift,Spontaneous mutation,Environmental stress causing genetic changes,Transduction by bacteriophages,Exposure to ultraviolet light inducing mutations,C,stemez-Biology
"In the early 1900's, many fruit growers made a practice of ripening fruits by keeping them in a room with a kerosene stove. They believed it was the heat that ripened the fruits. Was this belief based on correct facts? Explain your answer.","It was the incomplete combustion products of the kerosene, identified as ethylene, that ripened the fruits.",It was the heat from the kerosene stove that ripened the fruits.,The warmth of the kerosene stove created an ideal environment for ripening-inducing bacteria.,The ripening process was accelerated by the kerosene stove's ultraviolet radiation.,The kerosene stove released certain enzymes that catalyzed the ripening of the fruits.,The fruits ripened due to the exposure to low levels of carbon monoxide from the stove.,The fruits ripened due to the carbon dioxide produced by the kerosene stove.,The fruits ripened naturally without any influence from the kerosene stove.,The ripening was caused by the emission of ozone from the kerosene stove.,The fruits ripened more quickly due to the increased humidity in the room from the kerosene stove.,A,stemez-Biology
"What hormone, if any, acts antagonistically to the parathormone?",Estrogen,Calcitonin,Parathormone,Aldosterone,Growth hormone,Cortisol,Adrenaline,Thyroxine,Insulin,Glucagon,B,stemez-Biology
"The teeth of different species of vertebrates are special-ized in a variety of ways and may be quite unlike those of man in number , structure, arrangement, and function. Give examples .",Rodents have teeth that never stop growing and are used for gnawing,Bats have teeth adapted for filtering plankton from water,All vertebrates have the same number of teeth,Birds have teeth specialized for chewing and grinding seeds,All vertebrates have similarly structured teeth,Frogs use their teeth to chew and digest their food,Fish have teeth for flying insect capture,"Snakes have thin, sharp teeth for capturing prey; carnivorous mammals like cats and dogs have pointed teeth for cutting and shearing; herbivorous animals like cows and horses have large, flat teeth for breaking up plant cell walls.","Snakes have large, flat teeth for grinding food",Only carnivorous animals have specialized teeth,H,stemez-Biology
What do the words 'gymnosperm' and 'angiosperm' mean? What characteristics distinguish conifers from flowering plants?,Conifers are distinguished from flowering plants by their ability to grow in cold climates only.,Angiosperms produce cones while conifers produce flowers and fruits.,Conifers and flowering plants do not show any significant differences; both produce flowers and fruits.,"Gymnosperms are distinguished from angiosperms by having seeds that are enclosed in berries, while angiosperms have seeds in cones.","Conifers are distinguished from flowering plants by their broad, flat leaves.",Gymnosperm means 'enclosed seeds' and angiosperm means 'naked seeds'.,"Gymnosperms produce flowers and fruits, whereas angiosperms produce cones and have naked seeds.","Gymnosperms and angiosperms both produce flowers, but gymnosperms have fruit while angiosperms do not.","Angiosperms are seedless plants, while gymnosperms produce seeds enclosed in fruit.","Gymnosperm means 'naked seeds' and angiosperm means 'enclosed seeds'. Conifers are distinguished from flowering plants by their needle-like leaves, xylem consisting almost entirely of tracheids, and their reproductive structures (cones).",J,stemez-Biology
Define the terms \textquotedblleftrange\textquotedblright and \textquotedblleftcenter of origin.\textquotedblright,Range is that portion of earth in which a species is found and center of origin is the place where it originated.,"Center of origin is the primary commercial distribution area of a species, and range is the limit beyond which it cannot be traded.","Range is the area where a species was first discovered, and center of origin refers to the areas where it is currently found.","Range refers to the vertical distribution of a species in the atmosphere, and center of origin is the specific altitude where a species thrives.","Range is the climatic conditions suitable for a species, and center of origin is the region with the highest genetic diversity of that species.","Center of origin is the location where a species is currently conserved, and range describes the historical habitats of a species.","Range is the depth in the ocean a species occupies, while center of origin is the specific ocean basin where it first evolved.",Range and center of origin are the same.,Range is the geographical area where a species can't survive.,Center of origin is the place where a species is most abundant.,A,stemez-Biology
Why does the number of red blood cells in the human body increase at high altitudes?,"High altitudes trigger an increase in blood plasma volume, resulting in more red blood cells.",The body produces more red blood cells to improve nutrient absorption at higher altitudes.,Increased UV radiation at high altitudes stimulates more red blood cell production.,"The body's hydration levels increase with altitude, prompting an increase in red blood cell production.",The body produces more red blood cells to compensate for the low temperature at high altitudes.,The decrease in carbon dioxide levels at high altitudes necessitates a higher red blood cell count.,"The number of red blood cells in the human body increase at high altitudes due to decreased oxygen levels which stimulate erythropoietin secretion, thereby increasing erythrocyte production.",The number of red blood cells increase due to increased oxygen levels.,The increase in atmospheric pressure at high altitudes leads to a higher red blood cell count.,More red blood cells are produced as a response to the faster heart rate experienced at high altitudes.,G,stemez-Biology
The heart does not extract oxygen and nutrients from the blood within the atria and ventricles. How is the heart sup-plied with its metabolic needs?,The heart absorbs nutrients from the surrounding pericardial fluid.,The heart receives its metabolic needs directly from the digestive system.,The heart extracts nutrients from the atria and ventricles.,The heart relies on osmosis from the adjacent tissues for its metabolic needs.,The heart depends on its own blood supply from the coronary vessels.,The heart's metabolic needs are supplied by the systemic circulation.,The heart gets its metabolic needs from the lungs.,The heart extracts oxygen and nutrients from the blood in the superior and inferior vena cava.,The heart relies on neural control for its metabolic needs.,The heart utilizes the spleen as a secondary source for its metabolic needs.,E,stemez-Biology
What are the chief differences between plant andanimal cells?,Animal cells undergo photosynthesis while plant cells do not,Animal cells have a large central vacuole while plant cells have many small vacuoles,Animal cells have larger vacuoles than plant cells,Animal cells have a rigid cellulose wall,Both plant and animal cells have chloroplasts,Plant cells have smaller vacuoles than animal cells,Plant cells have centrioles while animal cells do not,Animal cells contain chloroplasts,Both plant and animal cells contain a rigid cellulose wall,"Plant cells have a rigid cellulose wall, large central fluid sap, contain chloroplasts, and undergo a different process of cell division as compared to animal cells.",J,stemez-Biology
Describe the function of the lateral-line system in fishes.,The lateral-line system in fishes acts as a sensory organ for detecting light intensity and color.,The lateral-line system in fishes is responsible for the regulation of body temperature.,The lateral-line system in fishes is used for reproduction.,The lateral-line system in fishes is used for the excretion of waste materials.,The lateral-line system in fishes is used for breathing.,The lateral-line system in fishes is used for vision.,The lateral-line system in fishes is involved in the production of mucus for protection against parasites.,The lateral-line system in fishes functions primarily in the digestion of food.,The lateral-line system in fishes assists in the secretion of hormones for growth and development.,"The lateral-line system in fishes functions in the detection of sound and acceleration, enables the fish to detect localized as well as distant water disturbances, and functions as an organ of equilibrium.",J,stemez-Biology
"The kangaroo rat never drinks water, yet it survives in some of the hottest and driest regions of the world. Explain how it obtains and conserves water.",The kangaroo rat can drink saline water without negative effects due to specialized salt glands.,The kangaroo rat has a special organ to absorb water from the air,The kangaroo rat conserves water by entering a state of torpor during the hottest parts of the day.,The kangaroo rat drinks dew drops from plants,The kangaroo rat relies on occasional rainfall to fill underground reservoirs from which it drinks.,The kangaroo rat has a symbiotic relationship with a desert plant that provides it with water.,The kangaroo rat frequently consumes small pebbles that help retain water in its digestive system.,The kangaroo rat obtains all of its water from carbohydrate metabolism and its kidneys are modified to conserve as much water as possible.,The kangaroo rat stores water in its tail,The kangaroo rat has a unique gland that extracts moisture from the food it eats.,H,stemez-Biology
How might you argue that the transmission of impulses does occur in plants?,The transmission of impulses in plants can be observed through the growth of roots,The wilting of leaves as a protective mechanism against excessive sunlight demonstrates impulse transmission in plants.,The closing of stomata in response to environmental changes indicates impulse transmission in plants.,The movement of auxins from the tip of a shoot toward the base suggests impulse transmission.,The seed germination process proves the transmission of impulses in plants,The coiling of tendrils in climbing plants when they touch a support is an example of impulse transmission.,"The reaction of the sensitive plant, Mimosapudica, to touch demonstrates that transmission of impulses does indeed occur in plants.","The directional growth of plant roots toward water, known as hydrotropism, shows the transmission of impulses.",Impulse transmission in plants can be seen in the photosynthesis process,The Venus flytrap's response to the stimulus of prey touching its trigger hairs is evidence of impulse transmission.,G,stemez-Biology
How are fungi important to man?,Fungi are only used in liquor production,"Fungi contribute only to the fermentation process in food production, with no other benefits or harmful effects on humans.","Fungi are exclusively used for medicinal purposes, with no other applications or impacts on humans.",Fungi play a critical role in water purification but have no other significance for humans.,Fungi are only harmful to humans,Fungi are solely responsible for the decomposition of organic matter and do not interact with humans in any other way.,Fungi are important for their role in the production of antibiotics and have no other uses or effects on human activities.,"Fungi are used exclusively in the production of dietary supplements and have no impact on agriculture, food production, or disease.","Fungi are both beneficial and detrimental to man. They are used in food production, liquor and bread manufacture, cheese production, and are also of agricultural importance. Certain fungi can cause serious damage to crops and cause diseases in humans and livestock.",Fungi have no impact on agriculture,I,stemez-Biology
