Discuss some physiological changes that can occur as a resultof meditation.,Increased heart rate and blood pressure,"Increased alpha and theta brain waves, lowered metabolism and heart rate",Decreased brain wave activity,Accelerated metabolic processes,B,stemez-Psychology
What is the difference between early childhood intelligence and adult intelligence ?,"Early childhood intelligence is assessed in terms of motor, cognitive, and sometimes social development, while adult intelligence is assessed almost exclusively through verbal, numerical, and abstract reasoning measures.",Early childhood intelligence is measured by the child's ability to read and write,Adult intelligence is measured by the adult's physical abilities,There is no difference between early childhood intelligence and adult intelligence,A,stemez-Psychology
Discuss transfer of training in everyday life and in formal education.,"Negative transfer, positive transfer, and maximum transfer","Transfer of training, transfer of elements, and transfer of theory","Positive transfer, negative transfer, and zero transfer","Transfer of elements, formal-discipline theory, and mental-faculty theory",C,stemez-Psychology
"Discuss the psychological effects of marijuana intoxicationincluding its effects on perception, emotions, cognitive processes, memory, identity, time sense, performance.","Marijuana intoxication enhances perception, increases sensory pleasure, amplifies emotions, alters cognitive processes, affects memory, changes identity perception, affects time sense and decreases movement.",Marijuana intoxication dulls perception and decreases sensory experiences,Marijuana intoxication has no effect on cognitive processes or emotions,Marijuana intoxication improves memory and increases movement,A,stemez-Psychology
"Discuss how the evolutionary heritage of man has shaped human behavior in terms of limits, potentialities, and the development of particular structures.","Our evolutionary heritage has limited us in certain ways, given us outstanding potentialities for behavior, and resulted in the development of particular structures such as our brain which is uniquely organized for the use of meaningful speech and symbols.",Human behavior is not linked to our evolutionary heritage,Evolutionary heritage has no impact on human behavior,The development of human behavior is solely dependent on the environment,A,stemez-Psychology
Define paired-associate learning and the methods it uses.,Paired-associate learning only uses the recall method,"In paired-associate learning, all items serve multiple functions",Paired-associate learning is a form of passive learning,"Paired-associate learning is a type of learning where the subject attempts to learn a list of paired items, typically using the serial anticipation method or recall method.",D,stemez-Psychology
Discuss the variables which determine whether transfer will be positive or negative.,The degree of similarity of the stimuli and responses in two tasks determines whether transfer will be positive or negative.,The complexity of the tasks determines positive or negative transfer,The type of transfer is determined by the difficulty level of the tasks,The duration of the tasks affects the type of transfer,A,stemez-Psychology
Is there a relationship between intelligence and personality ?,Intelligence is not affected by personality,Intelligence and personality have no connection,Personality affects test-taking behavior and resultant scores,Personality has no impact on test scores,C,stemez-Psychology
"Describe scheme, assimilation and accommodation as defined by Jean Piaget.","Schemes are early behaviors such as sucking, looking, crying. Assimilation is when an individual uses previously learned responses to new stimuli. Accommodation is when an individual must learn new methods to cope with a new environment.",Schemes are learned responses to new stimuli. Assimilation is ignoring new environment. Accommodation is early infant behaviors.,Schemes are complex behaviors learned in adulthood. Assimilation is learning completely new responses to stimuli. Accommodation is ignoring new stimuli.,Schemes are unconscious behaviors. Assimilation is changing previous behaviors to fit new environment. Accommodation is learning previously known methods.,A,stemez-Psychology
Trace the path that visual information takes on its way to the brain. Begin with the retinal receptor cells.,Retina's receptor cells -> bipolar and ganglion cell layers -> optic chiasm -> optic nerve -> optic tracts -> visual center of the thalamus (lateralgeniculate body) -> visual cortex,Retina's receptor cells -> bipolar and ganglion cell layers -> optic nerve -> optic chiasm -> optic tracts -> visual center of the thalamus (lateralgeniculate body) -> visual cortex,Retina's receptor cells -> optic nerve -> bipolar and ganglion cell layers -> optic chiasm -> optic tracts -> visual center of the thalamus (lateralgeniculate body) -> visual cortex,Retina's receptor cells -> optic nerve -> optic chiasm -> bipolar and ganglion cell layers -> optic tracts -> visual center of the thalamus (lateralgeniculate body) -> visual cortex,B,stemez-Psychology
How does the filter-amplitude theory account for selective attention in hearing?,The filter-amplitude theory implies that attention selectively focuses on sensory inputs based on their intensity.,The filter-amplitude theory suggests that attention amplifies all incoming information equally.,The filter-amplitude theory implies that attention completely blocks out unattended information.,"The filter-amplitude theory suggests that attention works like a filter that attenuates rather than rejects information, allowing certain types of unattended information into the processing system.",D,stemez-Psychology
What is the path taken by olfactory information on its way to the brain?,From the nose to the visual cortex,"From the olfactory bulb to the nose, then to the part of the cortex that deals with smell",From the nose to the auditory cortex,"From the nose to the olfactory bulb, then to the part of the cortex that deals with smell",D,stemez-Psychology
What is the relationship between frequency and pitch? What is the relationship between intensity and loudness ?,Frequency is related to loudness and intensity is related to pitch,Frequency and intensity are both related to pitch,Frequency and intensity have no relation to pitch or loudness,Frequency is related to pitch and intensity is related to loudness,D,stemez-Psychology
Why are parallel memory codes so important in the understanding of the role of memory in thought?,Parallel storage helps in storing large volumes of data,"Parallel storage allows simultaneous storage of information, activating it from different sources after an experience and contributing to both memory and thinking.",Parallel storage helps in organizing information,Parallel storage helps in quickly retrieving information,B,stemez-Psychology
"Find the variance of the sample of observations 2, 5, 7, 9, 12.",12.4,11.6,9.8,10.2,B,stemez-Psychology
"33, 53, 35, 37, 49.",40,30,20,50,C,stemez-Psychology
Describe the three basic methods of measuring and analyzing thresholds.,"Method of Limits, Method of Average Error, Frequency method","Method of Limits, Method of Median Error, Frequency method","Method of Approximation, Method of Comparison, Frequency method","Method of Limits, Method of Average Error, Method of Maximum Likelihood",A,stemez-Psychology
A common criticism of social psychological research is that it isnot externally valid. Explain.,Social psychological research lacks external validity due to its heavy reliance on statistical analysis,The criticism is due to the lack of internal validity in social psychological research,"Many social psychological experiments are not externally valid because they are often conducted in artificial settings, which may not accurately represent 'natural' human behavior.",Social psychological research is criticized because it often fails to consider individual differences,C,stemez-Psychology
How does information processing theory explain rapid reading for meaning?,Rapid reading for meaning is achieved through reading each word individually.,Rapid reading for meaning is explained by the reader's ability to pronounce each word silently.,"Rapid reading for meaning is explained by the redundancy of the English language and the ability of readers to fill in missing letters and phrases from past experiences, allowing them to correctly infer meaning without having to process each word individually.",Rapid reading for meaning is only possible for highly skilled readers.,C,stemez-Psychology
To which half of our brain does an image in the left visual field project ?,Neither half of the brain,Right half of the brain,Both halves of the brain,Left half of the brain,B,stemez-Psychology
What are three factors that influence the intensity of a taste? Explain.,"Type of utensil used, color of the food, and texture of the food","Concentration of the stimulus, area of the tongue's surface that is stimulated, and other tastes present at the same time","Temperature of the food, age of the person, and presence of smell","Type of food, time of the day, and individual's hunger level",B,stemez-Psychology
What is proactive interference and what does it indicate about how information is classified? What is retroactive interference?,Proactive interference refers to the inability to recall new information,"Proactive interference is the effect of prior learned items on the retention of information, indicating the importance of classification in retention. Retroactive interference refers to the effect the last items learned have on the retention of information.",Retroactive interference is the effect of new information on the recall of previously learned information,Proactive interference is the effect of future learned items on the retention of information,B,stemez-Psychology
Discuss two approaches that can be used in examining early language acquisition.,Measuring the number of words in the child's vocabulary and examining the quality of the acquired language,Measuring the child's cognitive development,Analyzing the child's emotional expression,Assessing the child's reading skills,A,stemez-Psychology
Is the IQ a stable measure of intelligence ?,The IQ is highly unstable.,The IQ is a fairly stable measure of intelligence.,IQ has no relation with intelligence.,The IQ is a measure of emotional stability.,B,stemez-Psychology
Describe daydreams. How do they differ fromdreams ?,Dreams are controlled by one's waking consciousness.,Daydreams are dreams that occur during sleep.,Daydreams and dreams share the same basic characteristics.,"Daydreams are fantasies created during a waking state which are controlled and closely related to reality, while dreams are not under control and the individual does not realize that he is dreaming.",D,stemez-Psychology
List and describe the stages of problem solving as proposed by Johnson.,"The three stages of problem solving according to Donald M. Johnson are preparation, production, and judgment.","According to Johnson, the stages of problem solving are preparation, execution, and evaluation.","Johnson suggested that the stages of problem solving are analysis, implementation, and feedback.","The stages of problem solving are production, judgment, and incubation.",A,stemez-Psychology
Describe Sherman's and Key's (1932) study of the Hollow Children. What do their findings indicate about the effect of environment on intellectual development?,Sherman and Key's study indicates that a deprived environment has a detrimental effect on intellectual development,The study found no significant findings,A deprived environment enhances intellectual development,Environment has no effect on intellectual development,A,stemez-Psychology
Define maturation. Describe in what way maturation is the basis for much of human behavior.,Maturation is the process of learning new skills,Maturation refers to the development of bodily processes and the changes in behavior that result from such development.,Maturation is the process of adapting to the environment,Maturation refers to the aging process,B,stemez-Psychology
"Describe the role maturation plays in the ""readiness"" or potentiality for a certain ability.",Maturation has no role in 'readiness' for learning.,Maturation hinders the 'readiness' for learning certain skills.,Readiness for learning is not related to age.,Maturation underlies the 'readiness' or potentiality for learning certain skills. It is reached at a characteristic age and varies among individuals.,D,stemez-Psychology
Describe Spitz's (1945) study of sensory deprivation in a socialsetting. What do his findingssuggest ?,Sensory and social deprivation only affect physical growth,Sensory and social deprivation enhance development,Sensory deprivation has no effect on development,Sensory and social deprivation can adversely affect normal development,D,stemez-Psychology
"What makes a piece of material to be learnedmeaningful, andhow does its meaningfulness affect the rate of learning?",Learning is easier when the material is unfamiliar,Learning is faster when there are fewer associations,"The more meaningful something is, the easier it is to learn and retain it. Meaningfulness is measured by the number of associations they evoked.","The more complex the material, the easier it is to learn",C,stemez-Psychology
What is the difference between discrete andcontinuous motortasks?Which is easier to remember after an interval oftime?,Both are equally easy to remember,Neither are easy to remember,Continuous skills are not easily forgotten,Discrete skills are not easily forgotten,C,stemez-Psychology
Describe the structural theory of language acquisition. Define generative grammar.,Language acquisition is not correlated with motor development,Language acquisition is a learned behavior,Generative grammar is the restrictive rules of a language,The structural theory of language acquisition maintains that language acquisition is an innate capacity and humans are governed by certain innate principles. Generative grammar is the set of rules that determine how the language is structured.,D,stemez-Psychology
"What is attention? Include a description of the ""energy"" and ""analytic mechanism"" approaches.",Attention is the ability to multitask,Attention is the ability to perceive all stimuli equally,Attention is a process of memory retention,Attention is the capacity to attend to certain stimuli and has been explained traditionally as an allocation of energy or a focusing of analyzing neural mechanisms on a part of the stimulus input field.,D,stemez-Psychology
Summarize what is known about sensory transduction for taste.,Sensory transduction for taste is the conversion of food textures into electrical signals.,"Sensory transduction for taste is the process where a physical stimulus from food or drinks are translated into an electrical message by the taste buds, which is then sent to the brain through three different nerves.",Sensory transduction for taste involves the translation of physical stimuli into sound waves.,Sensory transduction for taste is processed by the olfactory system.,B,stemez-Psychology
How can evaluation apprehension be eliminated fromsocial psychologicalexperimental settings?,Through field experimentation and 'nonobtrusive' approaches,By conducting the experiment in a familiar environment,By making the subject aware they are being observed,By reassuring the subject they are not being judged,A,stemez-Psychology
It is said that a topographical arrangement exists in visual cortex. What is meant by this?,A physical layout of the brain,A direction map of the brain,An orderly mapping of a sensory surface on the brain,A type of brain disorder,C,stemez-Psychology
Describe the use of thresholds and their relationship to Weber's law.,"A threshold is a boundary which separates different stimuli responses. The just noticeable difference (j.n.d.) is a percentage of a standard value, known as Weber's law.",Thresholds are irrelevant to Weber's law,Thresholds are fixed values,Weber's law is about the upper limit of stimulus,A,stemez-Psychology
"What happens to neurotransmitters once they have ""done their job?""",Neurotransmitters are deactivated through re-uptake or enzyme action,Neurotransmitters are released into the bloodstream,Neurotransmitters remain active indefinitely,Neurotransmitters are destroyed,A,stemez-Psychology
"A family had eight children. The ages were 9, 11, 8, 15, 14, 12, 17, 14. (a) Find the measures of central tendency for the data. (b) Find the range of the data.","Mean: 12.5 years, Median: 13, Mode: 14, Range: 9","Mean: 14 years, Median: 12.5, Mode: 13, Range: 8","Mean: 15 years, Median: 11, Mode: 9, Range: 14","Mean: 13 years, Median: 14, Mode: 12.5, Range: 17",A,stemez-Psychology
What are standard scores and percentiles and why are they important?,Standard scores and percentiles help the examiner compare different individuals on the same test and the same individual on different tests.,Standard scores and percentiles are used to find the mean score.,Standard scores and percentiles are not important in testing.,Standard scores and percentiles are used to calculate the raw score.,A,stemez-Psychology
"Distinguish between effortful and effortless retrieval, giving examples of each.","Effortless retrieval is for new information, while effortful retrieval is for familiar information","Effortless retrieval occurs rapidly with little or no active recall, such as reading a paragraph. Effortful retrieval requires attention and effort, like remembering a familiar person's name.","Effortless retrieval is always visual, while effortful retrieval is always verbal","Effortless retrieval requires deep concentration, while effortful retrieval is automatic",B,stemez-Psychology
"Discuss the role of ""language frequency"" in the recognition thresholds of words. How does ""fragment theory"" explain this phenomenon?",Recognition Threshold Theory,Fragment theory,Language Frequency Theory,Word Familiarity Theory,B,stemez-Psychology
Define language. List and define its elements.,"Language is the complex arrangement of sounds that have accepted referents and can be arranged to derive meanings. The units of language include: phonemes, morphemes, syntax, and prosody.",Language is the use of signs and symbols,Language is a tool for communication,Language is the combination of words to form sentences,A,stemez-Psychology
Name and describe three theories of intelligence.,"Theory of multiple intelligences, Triarchic theory of intelligence, PASS theory","Two-factor theory of intelligence, Multiple-factor theory, Hierarchical theory of intelligence","Biological theory of intelligence, Psychometric theory of intelligence, Distributed intelligence theory","Emotional intelligence theory, Social intelligence theory, Fluid and crystallized intelligence",B,stemez-Psychology
Discuss the characteristics of verbal materials that influence howeffectively they are learned.,"Characteristics of verbal materials that influence how effectively they are learned include list length, item position, meaningfulness, similarity, frequency, concreteness, imagery, and ability to transfer learning.",Verbal materials are learned based only on their relevance to the subject matter,Verbal materials are learned effectively based on the complexity of the language used,Verbal materials are learned effectively based on the learner's interest,A,stemez-Psychology
What is a perceptual-motor task? What is the role of maturation and culture in the learning of these tasks?,Learning of perceptual-motor tasks is solely dependent on genetic factors.,Perceptual-motor tasks are only based on physical strength.,Perceptual-motor tasks are not affected by cultural influences.,"Perceptual-motor tasks are integrated, coordinated movements guided by perceptual input. Learning of these tasks depends on a combination of maturational limits and cultural determinants.",D,stemez-Psychology
What are psychoactivedrugs ?List and define the various typesaccording to their function.,Psychoactive drugs are non-addictive substances that cause changes in mood.,Psychoactive drugs are those that cause physical changes in the body.,Psychoactive drugs include only illegal substances like marijuana and LSD.,"Psychoactive drugs are those that can cause subjective, psychological changes in consciousness, which include alcohol, marijuana, sedatives, stimulants, narcotic drugs, and hallucinogens.",D,stemez-Psychology
Define culture. What does Benedict (1934) mean by cultural relativity?,Cultural relativity is the belief that human behavior can only be understood and evaluated within the context of its cultural environment.,Cultural relativity is the adaptation of culture to its environment.,Cultural relativity is the study of cultural differences.,Cultural relativity is the belief that all cultures are equal.,A,stemez-Psychology
Trace language development during preschool age.,"During preschool age, the language development of the child progresses beyond the formation of two-word sentences. He begins to form three-word sentences and, from this point on, his language and grammar become more diverse and complex.",Language development during preschool age is limited to two-word sentences.,Language development regresses during preschool age.,"During preschool age, children only learn how to perfectly use grammar without developing their vocabulary.",A,stemez-Psychology
What role does factor analysis play in the description of intelligence ?,Factor analysis is used to measure IQ directly.,Factor analysis is used to identify underlying intellectual traits and establish descriptive categories in intelligence.,Factor analysis is used to establish the exact number of intelligence types.,Factor analysis is irrelevant in the study of intelligence.,B,stemez-Psychology
Visual perception is a constructive process. Discuss.,Visual perceptions are based solely on the physical properties of the object viewed.,"Visual perceptions are a constructive process that integrates information collected with each separate eye movement to produce a single impression of a solid object, aided by visual memory and perception of movement.",Visual perceptions are a series of static images captured by the retina.,Visual perceptions are directly projected to the brain without any processing.,B,stemez-Psychology
"Nine rats run through a maze. The time each rat took to traversethe maze is recorded and these times are listed below. 1 min., 2.5 min., 3 min., 1.5 min., 2 min., 1.25 min., 1 min., .9 min., 30 min. Which of the three measures of central tendency would be themost appropriate in this case?",mean,median or mode,standard deviation,range,B,stemez-Psychology
Discuss the evidence which supports the theory that there are two different encoding and memory systems--visual and verbal.,Only the left side of the brain is responsible for both visual and verbal learning.,"The right side of the brain is the locus of spatial or visual information handling, while the left side is responsible for verbal learning and memory.",Visual and verbal encoding and memory systems are completely separate without any overlap.,There is only one encoding and memory system that handles both visual and verbal information.,B,stemez-Psychology
What is an EPSP? What is an IPSP? How do they affect a nerve cell's excitability?,EPSP and IPSP do not affect a nerve cell's excitability.,EPSP and IPSP are types of nerve cells.,An EPSP is an excitatory postsynaptic potential making a nerve cell more likely to fire and an IPSP is an inhibitory post synaptic potential making it less likely to fire.,EPSP is an inhibitory postsynaptic potential and IPSP is an excitatory postsynaptic potential.,C,stemez-Psychology
Discuss echoic memory. How does its nature differ from that of a tape recorder?,Echoic memory works just like a tape recorder.,"Echoic memory is the medium for the temporary storage of auditory information, with its duration ranging from one to ten seconds. It differs from a tape recorder in that the information stored has been transformed by the mechanisms of the cochlea and perhaps by other processes by the time the storage stage is reached.",Echoic memory has a fixed duration of 5 seconds.,Echoic memory stores visual information.,B,stemez-Psychology
What is the CPI ? How is it different from the MMPI ?,CPI and MMPI are the same,CPI is used to measure gross psychopathy,The California Psychological Inventory (CPI) is an objective personality inventory developed for use with less clinical less deviant groups of subjects than the MMPI.,CPI is a clinical tool for diagnosing mental illnesses,C,stemez-Psychology
What is social psychology? What features differentiateit fromother behavioral sciences?,"Social psychology is the study of human behavior, particularly the psychology of the individual in society, focusing on individual perceptions, motivations, and learning to account for the interaction of the individual and the society.",Social psychology is solely the study of individual behavior.,Social psychology is the study of societal norms and cultures.,Social psychology is a combination of sociological and psychological concepts.,A,stemez-Psychology
Define a hormone. How would you go about proving that a particular gland is responsible for a specific function?,A hormone is a chemical substance synthesized by a specific organ or tissue and secreted directly into the blood.,A hormone is a type of cell,A hormone is a type of tissue,A hormone is a type of organ,A,stemez-Psychology
What is the difference between consciousness and awareness ?Define automatic behavior.,Automatic behavior refers to any behavior that can be engaged in without much concentration and effort.,Automatic behavior is a subconscious response to stimuli.,Automatic behavior requires full concentration and effort.,Automatic behavior refers to actions that require full awareness.,A,stemez-Psychology
Discuss some applications of hypnosis.,Hypnosis is primarily used to treat cancer,Hypnosis is used only for entertainment purposes,Hypnosis is used to induce hallucinations,"Hypnosis serves important medical, psychiatric purposes and is used as an experimental tool in psychology, an analgesic, to relieve stress, overcome undesirable habits, hasten healing process of wounds and for entertainment.",D,stemez-Psychology
What is the difference between convergent and divergent thinking?,Convergent thinking involves searching for one solution to a problem while divergent thinking involves generating a number of possible solutions.,Convergent thinking is primarily creative while divergent thinking is logical,Convergent and divergent thinking are the same,Convergent thinking involves generating multiple solutions while divergent thinking focuses on one solution,A,stemez-Psychology
What is involved in human discrimination learning?,It is exclusively related to language acquisition.,"The general characteristic involved in both situations is the presence of two stimuli, either simultaneously or successively, where only one of these stimuli is frequently rewarded or punished.","It is only associated with punishment, not reward.",It involves only the presence of a single stimulus.,B,stemez-Psychology
"Describe the causes of anger and the means of expression in children, adolescents, and adults.",Anger is caused by physical hardships,"Interference with goal-directed activity and restriction of any desired activity cause anger. Infants express anger through temper tantrums, whereas adolescents and adults express it subtly and indirectly, often verbally.",Anger is expressed through physical violence in adults,Anger is caused by success in goal-directed activities,B,stemez-Psychology
Devise an experiment which would distinguish between Decay and Interference theories of forgetting. What results would have to be obtained to support the Decay theory? To support the Interference theory?,Interference Theory is supported if both groups recall the same amount from learning task A,"Decay Theory is supported if both groups recall the same amount from learning task A, proving that time fades memories. Interference Theory is supported if the experimental group recalls significantly less than the control group, indicating interference from other memories",Decay Theory is supported if the experimental group recalls significantly less than the control group,Both theories are supported if the control group recalls significantly less than the experimental group,B,stemez-Psychology
What is meant by the termconsciousness ?,Consciousness refers to the sum total of mental experiences.,Consciousness is the ability to talk to oneself,Consciousness is the ability to think,Consciousness is a state of wakefulness,A,stemez-Psychology
Give a brief history of the study of social behavior.,Only one period: the analytical period.,Two main periods: the philosophical and statistical periods.,"Four distinct periods: the philosophical, statistical, analytical, and modern periods.","Three distinct periods: the philosophical, statistical and analytical periods.",D,stemez-Psychology
"What are ""demand characteristics""? How does the demand characteristic of a perceptual fragmentation experiment influence its outcome?",Demand characteristics can greatly influence the results of the experiment.,"Demand characteristics only affect the experiment setup, not the results.",Demand characteristics have no impact on the experiment's outcome.,Demand characteristics are irrelevant in perceptual fragmentation experiments.,A,stemez-Psychology
How is incoming sensory verbal information abstracted in terms of classification?,The nervous system classifies information based on the type of senses,The nervous system classifies information instantly,The nervous system does not classify information,The nervous system classifies information over a period of time,D,stemez-Psychology
"What are the vestibular organs, and how do the operate?",The vestibular organs are the pinna and earlobe,The vestibular organs are the cochlea and auditory nerves,The vestibular organs are the auditory canal and eardrum,The vestibular organs are the semicircular canals and theotolithorgans. They provide us with a sense of balance through information about the movements and position of our head.,D,stemez-Psychology
Discuss the relationship between language and thought. Is language necessary for thought? What is the Whorfian Hypothesis?,Language has no relation to thought,The Whorfian Hypothesis suggests that thinking precedes language,Language is an important tool in thinking but not necessary. The Whorfian Hypothesis asserts that the structure of a language influences the thinking process of its speakers.,Language is necessary for thought,C,stemez-Psychology
What is an attitude?,a definitive decision made based on facts,a temporary reaction to a situation,"a relatively stable and enduring tendency to react positively or negatively to a particular person, object, situation, or event",a physical response to a stimulus,C,stemez-Psychology
Discuss Mead's (1935) study of three New Guinea tribes. What do her findings indicate about the effect of culture on personality?,Personality traits are the same across all cultures.,Personality traits are determined by genetics.,Culture has no effect on personality traits.,"Personality traits, especially those related to dominance, vary depending on the culture.",D,stemez-Psychology
"Discuss the long-term memory process, including the methods for measuring long-term memory retention.",Long-term memory has limited storage capacity.,Long-term memory can only be measured through recall.,Long-term memory cannot be disrupted by interference effects.,"Long-term memory can hold large amounts of material permanently and can be measured through recall, recognition, and savings methods.",D,stemez-Psychology
Discuss the effects of sleep deprivation.,"Improved mood, decreased stress, better concentration","Behavioral changes, hallucinations, psychotic-like behavior, decrease in alpha brain waves, low voltage EEG","Physical exhaustion, blurred vision, increased appetite","Increased productivity, enhanced memory, heightened alertness",B,stemez-Psychology
What are the assumptions concerning an individual's personality behind projective testing ?,Projective testing assumes that all psychologists believe in the concept of the unconscious.,Projective testing assumes that all personality traits are observable.,"Projective testing assumes that there are unconscious elements of the personality that can be determined by projective techniques and that responses are expressions of unconscious desires, conflicts, and impulses.",Projective testing is based on the assumption that individuals are always aware of their unconscious aspects.,C,stemez-Psychology
What receptors are involved in the four skin senses? What stimulus does each receptor respond to?,All receptors respond to all stimuli,"Free nerve fibers respond to temperature changes, Meissner corpuscles and basket nerve endings respond to touch, Pacinian corpuscles respond to deep pressure, and unspecialized free nerve endings respond to pain.",Meissner corpuscles respond to temperature changes,Only Pacinian corpuscles respond to stimuli,B,stemez-Psychology
What is the Theory of SignalDetectabilityand how is it different from the more classical psychophysical view?,TSD is a simpler approach than the classical psychophysical view,Classical view takes into account the subject's motivation to detect a stimulus,The Theory of SignalDetectability(TSD) maintains that the classical view of the 'threshold' is an oversimplification. It argues that a subject's report of a signal presence tells two things: the ability to detect the stimulus and the motivation to detect it. The classical view only considers discrimination/detection/recognition ability.,TSD considers only the subject's ability to detect a stimulus,C,stemez-Psychology
How do iconic concepts answer the question of how universals or general categories are represented in human memory?,"Iconic concepts represent 'universals' or general categories in memory by storing highly abstracted representations of what has been seen or experienced, providing a basis for the classification of new experiences and material for imagery and reasoning.",Iconic concepts represent 'universals' by creating exact replicas of memories.,"Iconic concepts represent 'universals' by storing detailed, non-abstracted memories.",Iconic concepts represent 'universals' by disregarding the general category of the memory.,A,stemez-Psychology
How do motor or enactive codes differ from visual or verbal codes. Illustrate with examples.,"Enactive codes store motor activity and can be utilized without active, conscious attention, unlike visual and verbal codes.","Enactive codes require active, conscious attention",Enactive codes are visual representations,Enactive codes and visual codes are the same,A,stemez-Psychology
Discuss thetonotopicorganization of our auditory system.,Tonotopic organization is the process of how the brain distinguishes between different colors.,Tonotopic organization refers to how the brain processes visual information.,Tonotopic organization refers to the spatial representation of smells in the brain.,"The tonotopic organization refers to the spatial representation of tones in the brain and on the basilar membrane in the ear, enabling the brain to distinguish between different tones.",D,stemez-Psychology
What are the two principal explanations for the limited capacity of short-term memory?,Recall and Recognition,Encoding and Retrieval,Interference and Time-Decay,Rehearsal and Forgetting,C,stemez-Psychology
Describe the component process theory of cognitive development. Name and describe the five mental processes necessary in problem solving according to this theory.,"The five mental processes are perception, memory, reasoning, problem solving, and decision making.","The five mental processes necessary in problem solving according to the component process theory of cognitive development are encoding, memory, evaluation, deduction, and mediation.","The five mental processes are encoding, retrieving, decision making, reasoning, and perceiving.","The five mental processes are problem solving, decision making, perception, attention, and memory.",B,stemez-Psychology
Compare and contrast Incremental and One-trial theories of learning.,Both theories suggest that learning occurs gradually,One-trial theory suggests learning happens over time with repetition,Incremental Theory believes in learning all at once on a single trial,"The Incremental Theory of learning postulates that learning occurs gradually over practice trials and repetition, while the One-trial Theory, also known as the All-or-none Theory, postulates that learning occurs all at once on a single trial.",D,stemez-Psychology
Define and describe incidental memory and subliminal perception(subception).,Subliminal perception is consciously perceiving high intensity stimuli,"Incidental memory refers to the recall of stimuli that never reached the subject's state of awareness. Subliminal perception, also called subception, is when a stimulus is presented just below the threshold at which it can be consciously perceived.",Incidental memory is the conscious recall of stimuli,Incidental memory and subliminal perception both require the subject's awareness,B,stemez-Psychology
Can intelligence tests be used for diagnosing psychopathology ?,Intelligence test scores can be used for diagnosing psychopathology.,Intelligence test scores can determine the type of psychopathology.,Intelligence test scores can accurately predict future psychopathological behavior.,It has not proven possible to make psychiatric diagnoses on the basis of intelligence test scores.,D,stemez-Psychology
Define an out-of-body experience. Describe a typical experience. What are the psychological andphysiological effectsof such an experience?,An out-of-body experience is when a person can control their dreams.,An out-of-body experience is a hallucination caused by drugs.,An out-of-body experience is one in which the individual feels his physical body is someplace other than where his consciousness would lead him to believe.,An out-of-body experience is when an individual loses consciousness completely.,C,stemez-Psychology
Name and describe various behavior disorders that can be genetically inherited.,"Parkinson's, Alzheimer's, and Huntington's can be genetically inherited","Autism, ADHD, and Dyslexia can be genetically inherited","Epilepsy, Stroke, and Migraine can be genetically inherited","Brain damage, Hemiplegia, cerebral palsy, learning disorders, retardation, Down's Syndrome, and schizophrenia are examples of behavior disorders that can be genetically inherited.",D,stemez-Psychology
Discuss the influence of heredity on emotionalresponsivity for both animals and humans.,Environment solely influences emotional responsivity,"Emotional responsivity is not inherited, but learned","Heredity is influential in emotional responsivity, as seen in animal and human studies demonstrating genetic influence on emotional reactions",Heredity has no impact on emotional responsivity,C,stemez-Psychology
Define meditation. What are its generalpurposes ?,Meditation is a tool for memory enhancement.,Meditation is a physical exercise for better health.,Meditation is a process of sleep relaxation.,Meditation is a nonintellectual process that removes a person's illusions so that he may reach a state of consciousness from which he can clearly perceive truth.,D,stemez-Psychology
Have studies on learning supported the Incremental or the One-trial Theory of learning?,Only One-trial Theory of learning is supported.,"Both theories of learning are correct, depending on the context.",Only Incremental Theory of learning is supported.,Neither theories of learning are correct.,B,stemez-Psychology
The most crucial time for the retention and classification of information is the moment when it is received. Comment upon this assertion and include experimental support for your conclusions.,First impressions are not important for information retention.,Recall is always based on the order of information received.,The order in which items are received is a fundamental basis for classification.,Information is not categorized in memory.,C,stemez-Psychology
What are the advantages and disadvantages of cross-cultural tests ?,Advantages: eliminates cultural bias. Disadvantages: may not reflect real-world success,"Advantages: compensate for cultural disadvantages and measure innate abilities fairly. Disadvantages: lose predictive and diagnostic value, and may not provide useful information for success within the culture.",Advantages: can be used globally. Disadvantages: may not accurately measure intelligence,Advantages: provides a universal standard for intelligence. Disadvantages: may favor certain cultures over others,B,stemez-Psychology
"From the sample of data 5, 8, 2, 1, lfcomputethe standard deviationof the sample.",4.5,2.74,1.5,3.25,B,stemez-Psychology
What is the distinction between an aptitude test and an achievement test ?,"Aptitude tests are only for college admissions, while achievement tests are for high school students","Aptitude tests evaluate what a person has learned, while achievement tests predict future performance","Aptitude tests measure the effects of learning under uncontrolled or unknown conditions and serve to predict subsequent performance, while achievement tests evaluate what the individual has gained through training, usually after a uniform prior experience.",Aptitude and achievement tests serve the same purpose,C,stemez-Psychology
Discuss the theoretical problem of pattern recognition. Why is it an important dimension of information processing theory?,"Pattern recognition is a complex process where the human information processing system selects the central similarity from many visual configurations, which makes it difficult to explain.",Pattern recognition is simple because it occurs quickly and with ease,Pattern recognition is the process of recognizing and responding to stimuli,Pattern recognition involves drawing a neurological map of the processes from sensation to reaction,A,stemez-Psychology
